procid,[multiple_procnames],crs,x,y
DI-09,DI09,DI_09,WGS84,19.806961147114635,68.71170066297054
DI-10,DI10,DI_10,WGS84,19.8071597982198,68.71098669245839
GU-01,GU01,GU_01,WGS84,12.166329938918352,62.02139714732766
GU-02,GU02,GU_02,WGS84,12.164538474753499,62.021613232791424
GU-03,GU03,GU_03,WGS84,12.164938542991877,62.021883465349674
GU-04,GU04,GU_04,WGS84,12.164682894945145,62.02579923905432
GU-05,GU05,GU_05,WGS84,12.165013644844294,62.02978692948818
GU-06,GU06,GU_06,WGS84,12.165415976196527,62.029836969450116
GU-07,GU07,GU_07,WGS84,12.167774811387062,62.031590547412634
GU-08,GU08,GU_08,WGS84,12.170377476140857,62.03059318475425
GU-09,GU09,GU_09,WGS84,12.170748794451356,62.03083885833621
GU-10,GU10,GU_10,WGS84,12.170628346502781,62.02863559126854
